return_period,median,LB,RB
10,-12.467720135809783,-64.0701711326044,-1.125572403587344
20,-67.76928484505348,-193.82649018981374,-8.817587224322216
30,-155.5517688964357,-354.84280577086986,-19.412544699923412
40,-170.89655433890755,-426.673388043934,48.856005546749245
50,-127.20471961438994,-424.13558460486996,167.37407561281697
60,-20.8135414048092,-345.3970850341907,354.6238150881594
70,101.88131176061978,-245.3996718095293,560.3804071635791
80,238.45847507318717,-143.7195685128798,759.2598497201827
90,355.01112234641244,-84.61340759909966,932.1967109228646
100,467.041747082573,-18.09958624459407,1102.5938321648284
110,583.1543751686108,45.15946069785359,1265.654257262144
120,686.7956653722188,100.96866839326732,1411.8197218660493
130,786.2628048537806,140.55016509672194,1550.6212712365846
140,881.2996339530894,195.5957332659396,1686.821444136236
150,963.3756673327609,249.56423183397055,1805.8829376116037
160,1042.453877786953,292.1434360751294,1921.575582916369
170,1115.7372834978114,336.3003369967373,2034.54832300892
180,1190.5275492451808,379.2980798385802,2128.17854597629
190,1256.9601070307417,410.0651708151841,2217.9879595260227
200,1320.3194502039942,437.41873192947975,2310.686170850833
210,1377.311514045255,468.3059019034591,2401.992406051583
220,1432.5101117940612,508.72886792644204,2479.4182714397944
230,1480.0825546107385,538.1281871190145,2553.8530450058133
240,1529.7294801281892,557.5758570895246,2625.0864158030076
250,1576.7252137195728,576.492661924131,2693.075403636169
260,1614.898734238057,596.5659864664973,2758.3207732085666
270,1657.1789956847133,615.1491083778675,2817.7905583806073
280,1693.1935732590628,634.39355517858,2869.371805628095
290,1724.783008943345,653.6561743295125,2918.470833671574
300,1755.9521182406816,671.5709764296126,2969.04237343519
310,1786.6000042150545,688.2446316069746,3019.954738532941
320,1813.2640346471744,703.7329947311538,3062.055310256354
330,1841.5117601966745,718.048872262766,3098.1905396940865
340,1864.8005905725995,731.2389630729031,3132.5439784136825
350,1888.224273789022,743.3426403836684,3165.202152888479
360,1911.0702651500505,754.3987683974938,3196.246338142847
370,1931.6514323949696,764.4644022941475,3225.7759708418316
380,1953.0926901021749,773.5569131253087,3254.8860919183317
390,1970.5855668426357,778.1232295495765,3279.571883051577
400,1984.8777999849544,784.3312900044975,3302.9394664835145
410,1998.0998613356096,791.6561447694794,3325.048525399772
420,2010.2969448837557,798.1822528972061,3345.955276286144
430,2023.579524765686,803.9300865993882,3365.712751019093
440,2034.7039451972714,808.9200667941095,3384.370805404412
450,2046.0436857164968,812.628501143432,3402.087371432988
460,2054.588550126149,815.274086007048,3422.4380242300194
470,2061.9151544899987,817.8853466826422,3442.5246448115486
480,2069.3439567165115,820.4634456353042,3462.356175216629
490,2076.002822827155,823.6995545998025,3481.9410755420704
500,2085.6436795894324,828.5361255089992,3501.287359178853
510,2093.8753356431625,833.3149419198362,3514.895079193261
520,2101.1455359659176,837.9662111183588,3524.4322548102773
530,2107.121379189688,840.796859568205,3532.649039242967
540,2113.0298844040535,842.443103325757,3540.773233912717
550,2118.873037827607,843.5386945926812,3552.805110979888
560,2124.6527321963167,844.622387286814,3566.3512696565613
570,2131.8092270881607,845.6945198901576,3579.7529271984495
580,2136.9368892534285,846.7554155105627,3593.01412245345
590,2144.2546569541537,847.8053828319771,3606.138713971206
600,2151.6397305179107,848.7536208511938,3618.4927179807373
610,2157.8136308921385,849.4396097816661,3628.954049170401
620,2163.92704914581,850.1188784765145,3639.3128967669018
630,2169.9815399657036,851.8197562593614,3649.5718951006074
640,2175.9785941234877,853.65218947424,3659.7335702013143
650,2179.900793295412,855.4675096763076,3669.800345867314
660,2182.516977804011,858.1079841351839,3679.7745493063694
670,2185.1094675296335,859.0484732123332,3689.6584163852895
680,2188.2147953641324,860.8149073349923,3699.454096520016
690,2192.5846370406343,861.9454988366979,3707.612875011916
700,2196.529485889396,862.7344686064498,3715.0099020785146
710,2200.440640768473,863.5166995822656,3723.1451042269982
720,2204.318858361199,864.292343100813,3731.211796819862
730,2208.1648681184834,865.0615450522691,3739.211497115015
740,2211.979373597398,865.8244461480463,3747.145668511157
750,2215.763053716648,866.5811821719,3755.0157231591966
760,2219.5165639355055,867.3318842156751,3762.8230244144324
770,2223.24053736148,868.0766789008668,3770.568889140448
780,2226.10510173916,868.9622445962997,3777.6195138355433
790,2227.2784505081345,870.1355933652741,3783.339589084284
800,2228.8680471549815,871.300058465271,3789.0163564467584
810,2232.6242624734223,872.4558170247839,3794.650679424416
820,2236.352738780388,873.6030405038583,3800.24339388487
830,2238.826526752022,874.7418949421282,3805.795309271449
840,2239.7615487521325,875.8725411933266,3811.3072097460154
850,2240.603494217241,876.9951351467936,3816.7798552691893
860,2241.4395138100754,878.1098279372455,3822.2139826226376
870,2242.3276296435906,879.2167661431487,3827.6103063764313
880,2244.522783266795,880.0790229936903,3832.3768473528908
890,2245.3416718750013,880.351985863099,3835.6524017857228
900,2246.155055217185,880.6231136438238,3838.90593515446
910,2246.9630308973683,880.8924388705528,3842.137837875185
920,2247.7656937384018,881.1599931508937,3845.3484892393117
930,2249.2649825833632,881.4258072015929,3848.53825784766
940,2251.245760193022,881.6899108828803,3851.707502023115
950,2252.9284998468484,881.9523332312348,3854.856570203363
960,2253.31965373574,882.2131024904921,3857.985801314462
970,2253.7083692122615,882.4722461415096,3861.0955251266532
980,2254.0946863955814,882.7297909303853,3864.1860625932204
990,2254.2857142857138,882.857142857145,3865.7142857142844
1000,2254.28571428571,882.8571428571414,3865.7142857142862
